"id","company_id","license_id","created_on","deactivated_on","handbook_enabled","spanish_enabled"
"15368","4138807","45","1738132955594",,"0","0"
"15687","124448","45","1740808829276",,"0","0"
"4571","1699780","43","1692248508271",,"0","0"
"4575","439677","43","1692334995657",,"0","0"
"3976","1737368","69","1691125876708",,"1","0"
"3418","1785064","45","1688066981854",,"0","0"
"3487","1720924","43","1688102379332",,"0","0"
"3734","559719","43","1689052114249",,"0","0"
"206","1657641","43","1687788040201",,"0","0"
"363","1703309","43","1687788063139",,"0","0"
"371","1712144","43","1687788064231",,"0","0"
"377","1713120","43","1687788064543",,"0","0"
"387","1714685","43","1687788066010",,"0","0"
"406","1720365","43","1687788067998",,"0","0"
"481","16519","43","1687788084952",,"0","0"
"492","1659705","45","1687788087898",,"0","0"
"519","1693799","43","1687788094786",,"0","0"
"526","1695002","45","1687788095966",,"0","0"
"531","1697083","45","1687788096928",,"0","0"
"533","1700146","43","1687788097648",,"0","0"
"536","1701325","45","1687788097891",,"0","0"
"540","1701681","43","1687788098555",,"0","0"
"541","1701681","45","1687788098555",,"0","0"
"581","1740002","45","1687788109460",,"0","0"
"587","1745376","43","1687788110621",,"0","0"
"595","1778163","43","1687788112848",,"0","0"
"599","1781933","43","1687788113391",,"0","0"
"600","1781933","45","1687788113391",,"0","0"
"610","1800930","45","1687788116085",,"0","0"
"613","180247","43","1687788116369",,"0","0"
"614","180247","45","1687788116369",,"0","0"
"627","1826231","43","1687788120008",,"0","0"
"633","185594","43","1687788121973",,"0","0"
"648","204730","45","1687788125973",,"0","0"
"658","217479","43","1687788129693",,"0","0"
"663","2218043","45","1687788130419",,"0","0"
"666","2218973","43","1687788130977",,"0","0"
"670","2232780","45","1687788131767",,"0","0"
"698","256181","43","1687788138628",,"0","0"
"709","267703","45","1687788141638",,"0","0"
"737","320779","45","1687788149005",,"0","0"
"731","307900","45","1687788147535",,"0","0"
"743","329545","45","1687788150075",,"0","0"
"753","350569","43","1687788152695",,"0","0"
"769","374833","43","1687788156158",,"0","0"
"4945","598873","43","1692335535837",,"0","0"
"4894","529293","43","1692335404659",,"0","0"
"5107","576771","43","1692335643753",,"0","0"
"5282","500916","45","1693026129549",,"0","0"
"12041","573871","45","1714627243781",,"0","0"
"9589","1830281","45","1704856351715",,"0","0"
"9531","463242","43","1704434817438",,"0","0"
"9631","569003","43","1704952940141",,"0","0"
"10129","419146","45","1706853730258",,"0","0"
"10180","2607656","43","1706854236021",,"0","0"
"9857","2503634","43","1705647033104",,"0","0"
"9932","1728852","45","1705989707731",,"0","0"
"9967","612327","45","1706076448505",,"0","0"
"10082","80626","43","1706680976519",,"0","0"
"14084","2503593","43","1721885897562",,"0","0"
"13616","1805008","45","1716271611187",,"0","0"
"14117","2309741","43","1722402246676",,"0","0"
"14123","124218","45","1722488430967",,"0","0"
"3090","1787729","43","1687789180088",,"0","0"
"3099","1788238","43","1687789180708",,"0","0"
"14556","2503580","45","1727465038905",,"0","0"
"14557","3506686","43","1727465039660",,"0","0"
"14605","86605","45","1727932236992",,"0","0"
"14627","3932504","45","1728107301587",,"0","0"
"14641","1713585","45","1728365624876",,"0","0"
"14171","2269774","43","1722576367424",,"0","0"
"14173","2269774","45","1722576367424",,"0","0"
"7049","2238241","43","1698123683468",,"0","0"
"7050","2238241","45","1698123683468",,"0","0"
"7051","2424350","45","1698123688065",,"0","0"
"6416","2406200","43","1696050300092",,"0","0"
"6460","1784835","45","1696222851874",,"0","0"
"6568","571332","45","1696482121822",,"0","0"
"6477","210018","45","1696223034958",,"0","0"
"6610","562894","45","1696654927111",,"0","0"
"6611","1788373","43","1696654993540",,"0","0"
"6726","572667","45","1697000815453",,"0","0"
"791","403823","43","1687788162203",,"0","0"
"828","46285","43","1687788172160",,"0","0"
"844","487260","45","1687788177263",,"0","0"
"856","502155","45","1687788179804",,"0","0"
"863","510869","43","1687788182060",,"0","0"
"867","511514","43","1687788182648",,"0","0"
"876","524418","45","1687788184625",,"0","0"
"885","549873","43","1687788186717",,"0","0"
"895","56840","45","1687788188671",,"0","0"
"923","598340","43","1687788196069",,"0","0"
"929","613912","43","1687788197628",,"0","0"
"939","623264","43","1687788199604",,"0","0"
"996","665216","45","1687788212666",,"0","0"
"1000","668064","43","1687788213733",,"0","0"
"9335","437131","45","1704175585963",,"0","0"
"9325","487552","45","1704175324067",,"0","0"
"9096","445481","45","1703052369281",,"0","0"
"10295","1671100","43","1707458839484",,"0","0"
"10419","2406904","45","1707977483159",,"0","0"
"10772","520802","45","1709359531916",,"0","0"
"10843","124692","45","1709618436606",,"0","0"
"10911","2536896","45","1709791773952",,"0","0"
"15689","254353","45","1740809009847",,"0","0"
"15707","418576","45","1741003239757",,"0","0"
"14944","3440078","45","1733378682414",,"0","0"
"15713","3506721","45","1741091919688",,"0","0"
"15717","3506799","45","1741091920569",,"0","0"
"15714","3506784","45","1741091919946",,"0","0"
"15715","3506781","45","1741091920137",,"0","0"
"15718","3506802","45","1741091920783",,"0","0"
"15716","3506807","45","1741091920358",,"0","0"
"15040","2596509","45","1734588215659",,"0","0"
"1610","45112","43","1687788401999",,"0","0"
"1627","46928","43","1687788404868",,"0","0"
"1657","59187","43","1687788414298",,"0","0"
"1699","71891","43","1687788423729",,"0","0"
"1739","81991","43","1687788434236",,"0","0"
"1866","393219","43","1687788474103",,"0","0"
"1927","425766","43","1687788490226",,"0","0"
"2093","517126","43","1687788535308",,"0","0"
"2238","586169","43","1687788579081",,"0","0"
"7119","2254662","45","1698382900408",,"0","0"
"7246","285651","45","1698815119547",,"0","0"
"7266","384417","45","1698901293792",,"0","0"
"7264","2264205","45","1698901271121",,"0","0"
"7302","435349","45","1698901542676",,"0","0"
"7333","597743","45","1698901620385",,"0","0"
"7589","2503607","45","1699423838199",,"0","0"
"7601","2503574","45","1699423838374",,"0","0"
"7824","2503597","43","1699423842967",,"0","0"
"7553","2503572","45","1699423837681",,"0","0"
"7565","2503609","45","1699423837865",,"0","0"
"7577","2503610","45","1699423838039",,"0","0"
"7800","2503580","43","1699423842566",,"0","0"
"7860","2503584","45","1699423844223",,"0","0"
"7613","2503585","45","1699423838551",,"0","0"
"7625","2503636","45","1699423838774",,"0","0"
"7812","2503604","43","1699423842778",,"0","0"
"7940","2503612","45","1699423850037",,"0","0"
"8001","2503635","45","1699423855434",,"0","0"
"8011","2503639","45","1699423856367",,"0","0"
"8004","2503637","45","1699423855816",,"0","0"
"8044","2503644","45","1699423858355",,"0","0"
"7998","2503634","45","1699423855246",,"0","0"
"8401","598848","45","1700645886145",,"0","0"
"7880","2503588","45","1699423845361",,"0","0"
"4114","1831410","45","1691643738014",,"0","0"
"5880","2406956","43","1694322592874",,"0","0"
"6046","1742947","45","1694754050056",,"0","0"
"13635","3506757","102","1716961287539",,"0","0"
"13845","3674811","53","1718723274494",,"1","0"
"13687","3506748","102","1717103817092",,"0","0"
"13699","3506741","102","1717103817348",,"0","0"
"13882","322782","102","1719551063386",,"0","0"
"13717","344662","53","1717218977975",,"1","0"
"13749","3621737","102","1717306725892",,"0","0"
"13911","3444671","102","1719896668105",,"0","0"
"13961","2406962","102","1719898333767",,"0","0"
"13990","183227","102","1719983525549",,"0","0"
"13792","3506749","102","1717740212634",,"0","0"
"14012","546719","53","1720502378983",,"1","0"
"14016","546719","102","1720502378983",,"0","0"
"13364","3506739","102","1715753047583",,"0","0"
"13376","3506743","102","1715753051043",,"0","0"
"13388","3506745","102","1715753054045",,"0","0"
"13445","3506783","102","1715753075267",,"0","0"
"13472","3506831","102","1715753081747",,"0","0"
"14140","378091","53","1722489351457",,"1","0"
"13496","3506771","102","1715839756555",,"0","0"
"2872","1726129","53","1687789153969",,"1","0"
"2878","1726626","53","1687789154337",,"1","0"
"2939","1734564","53","1687789162150",,"1","0"
"2972","1737595","53","1687789165068",,"1","0"
"2993","1738873","53","1687789167643",,"1","0"
"2948","1735057","53","1687789162790",,"1","0"
"3029","1744059","53","1687789172219",,"1","0"
"3035","1745274","53","1687789172726",,"1","0"
"11186","1728462","102","1712034060429",,"0","0"
"11226","3441759","102","1712034750727",,"0","0"
"11199","1840408","53","1712034599499",,"1","0"
"11209","2269841","102","1712034630620",,"0","0"
"11233","375467","53","1712120752649",,"1","0"
"11237","512983","53","1712120795766",,"1","0"
"11255","2269794","102","1712293792757",,"0","0"
"11246","2269813","102","1712293700111",,"0","0"
"11262","64537","102","1712379809158",,"0","0"
"11277","99552","53","1712898232560",,"1","0"
"11281","84809","53","1712898233619",,"1","0"
"11282","140672","53","1712898233858",,"1","0"
"11098","2503621","102","1710824881258",,"0","0"
"11114","163057","102","1710997245875",,"0","0"
"11305","3478240","102","1713417017695",,"0","0"
"11129","3430067","102","1710997699385",,"0","0"
"11312","217357","102","1713502876542",,"0","0"
"11326","3480680","102","1713503390685",,"0","0"
"11338","2269857","102","1713589730737",,"0","0"
"11366","2406941","102","1714108165715",,"0","0"
"12102","162384","102","1714713160036",,"0","0"
"12149","3506688","102","1714910848639",,"0","0"
"12152","318870","53","1714972563266",,"1","0"
"12153","2235159","102","1715058172532",,"0","0"
"12177","3610709","53","1715560468127",,"1","0"
"12211","3606148","102","1715752734090",,"0","0"
"12274","3504272","102","1715752915363",,"0","0"
"12286","3506681","102","1715752918928",,"0","0"
"12262","3496686","102","1715752912256",,"0","0"
"12327","3506686","102","1715752938501",,"0","0"
"12570","3506822","102","1715752968758",,"0","0"
"12303","3506683","102","1715752931543",,"0","0"
"12339","3506687","102","1715752941917",,"0","0"
"12380","3506692","102","1715752950661",,"0","0"
"12315","3506685","102","1715752935149",,"0","0"
"12427","3506742","102","1715752962129",,"0","0"
"12351","3506719","102","1715752942183",,"0","0"
"12400","3506695","102","1715752956818",,"0","0"
"12362","3506689","102","1715752945265",,"0","0"
"12548","3506724","102","1715752968095",,"0","0"
"12438","3506699","102","1715752965946",,"0","0"
"12515","3506797","102","1715752967498",,"0","0"
"12449","3506776","102","1715752966218",,"0","0"
"12460","3506837","102","1715752966420",,"0","0"
"12537","3506723","102","1715752967891",,"0","0"
"12416","3506698","102","1715752961867",,"0","0"
"12471","3506811","102","1715752966623",,"0","0"
"12482","3506785","102","1715752966814",,"0","0"
"12526","3506761","102","1715752967694",,"0","0"
"12493","3506818","102","1715752967006",,"0","0"
"12504","3506768","102","1715752967251",,"0","0"
"12559","3506829","102","1715752968512",,"0","0"
"11797","440147","102","1714539859047",,"0","0"
"14188","2406944","102","1722576642932",,"0","0"
"14701","648269","53","1729921848478",,"1","0"
"14225","3757829","102","1722577065230",,"0","0"
"14661","2435639","102","1728970663506",,"0","0"
"14214","3753450","102","1722577061758",,"0","0"
"14750","3809954","102","1730447983264",,"0","0"
"14245","671062","102","1722920916702",,"0","0"
"14402","2503638","102","1724917706532",,"0","0"
"14738","2269826","102","1730447345611",,"0","0"
"14426","3758160","102","1725179594748",,"0","0"
"14291","545875","53","1723612832819",,"1","0"
"14302","3628928","102","1723614152381",,"0","0"
"14446","424220","53","1725525860164",,"1","0"
"14802","567396","102","1731403464184",,"0","0"
"14316","1651656","102","1723784512955",,"0","0"
"14812","2269903","102","1731580552731",,"0","0"
"14821","521032","53","1731660220006",,"1","0"
"14470","3895174","102","1726127711261",,"0","0"
"14847","3921089","102","1732171115942",,"0","0"
"14858","4011397","53","1732603080292",,"1","0"
"14506","3911994","53","1727159613442",,"1","0"
"14879","264516","53","1733120149874",,"1","0"
"14882","264516","102","1733120149874",,"0","0"
"12636","3506775","102","1715752969987",,"0","0"
"12735","3506737","102","1715752971993",,"0","0"
"12812","3506827","102","1715752973594",,"0","0"
"12867","3506806","102","1715752974623",,"0","0"
"12945","3506700","102","1715752980871",,"0","0"
"12603","3506825","102","1715752969336",,"0","0"
"12669","3506809","102","1715752970584",,"0","0"
"12691","3506792","102","1715752971001",,"0","0"
"12724","3506813","102","1715752971756",,"0","0"
"12757","3506727","102","1715752972388",,"0","0"
"12801","3506772","102","1715752973362",,"0","0"
"12845","3506780","102","1715752974209",,"0","0"
"12581","3506767","102","1715752968949",,"0","0"
"12647","3506779","102","1715752970178",,"0","0"
"12625","3506796","102","1715752969778",,"0","0"
"12680","3506795","102","1715752970781",,"0","0"
"12768","3506764","102","1715752972621",,"0","0"
"12834","3506819","102","1715752973985",,"0","0"
"12889","3506769","102","1715752975002",,"0","0"
"12933","3506794","102","1715752975798",,"0","0"
"12592","3506817","102","1715752969140",,"0","0"
"12658","3506774","102","1715752970371",,"0","0"
"12746","3506777","102","1715752972187",,"0","0"
"12779","3506824","102","1715752972907",,"0","0"
"12900","3506820","102","1715752975212",,"0","0"
"12614","3506808","102","1715752969534",,"0","0"
"12702","3506821","102","1715752971240",,"0","0"
"12790","3506801","102","1715752973113",,"0","0"
"12713","3506826","102","1715752971483",,"0","0"
"12878","3506787","102","1715752974809",,"0","0"
"12823","3506830","102","1715752973786",,"0","0"
"12856","3506788","102","1715752974446",,"0","0"
"12911","3506762","102","1715752975423",,"0","0"
"12922","3506765","102","1715752975617",,"0","0"
"12956","3506701","102","1715752983689",,"0","0"
"12967","3506702","102","1715752986012",,"0","0"
"12979","3506703","102","1715752988968",,"0","0"
"13089","3506790","102","1715753024233",,"0","0"
"12991","3506793","102","1715752989223",,"0","0"
"13067","3506720","102","1715753021364",,"0","0"
"13210","3506832","102","1715753026761",,"0","0"
"13100","3506784","102","1715753024435",,"0","0"
"13177","3506798","102","1715753026114",,"0","0"
"13188","3506781","102","1715753026345",,"0","0"
"13301","3506726","102","1715753034566",,"0","0"
"13350","3506744","102","1715753043488",,"0","0"
"13011","3506708","102","1715753001150",,"0","0"
"13254","3506799","102","1715753027587",,"0","0"
"13289","3506725","102","1715753031247",,"0","0"
"13313","3506773","102","1715753034881",,"0","0"
"13339","3506735","102","1715753043264",,"0","0"
"13024","3506710","102","1715753004725",,"0","0"
"13036","3506712","102","1715753008202",,"0","0"
"13155","3506814","102","1715753025669",,"0","0"
"13232","3506807","102","1715753027167",,"0","0"
"13265","3506802","102","1715753027779",,"0","0"
"13048","3506713","102","1715753010884",,"0","0"
"13111","3506816","102","1715753024860",,"0","0"
"13144","3506778","102","1715753025476",,"0","0"
"13221","3506804","102","1715753026970",,"0","0"
"13078","3506721","102","1715753023997",,"0","0"
"13133","3506828","102","1715753025263",,"0","0"
"13166","3506803","102","1715753025896",,"0","0"
"13243","3506800","102","1715753027391",,"0","0"
"13122","3506823","102","1715753025065",,"0","0"
"13199","3506763","102","1715753026581",,"0","0"
"13276","3506815","102","1715753028004",,"0","0"
"13328","3506732","102","1715753039433",,"0","0"
"15481","1682163","102","1739256650526",,"0","0"
"15171","4069288","102","1735799668005",,"0","0"
"15503","3434340","102","1739532696289",,"0","0"
"15064","516952","53","1735712113274",,"1","0"
"15074","223089","102","1735797744439",,"0","0"
"15140","3760497","102","1735799623123",,"0","0"
"15070","1744751","102","1735797701729",,"0","0"
"15299","646112","102","1736924842229",,"0","0"
"15129","3506691","102","1735799455804",,"0","0"
"15160","4036853","102","1735799665323",,"0","0"
"15182","4085337","102","1735799673027",,"0","0"
"15309","4119478","102","1736926517016",,"0","0"
"15550","2503617","102","1739860443009",,"0","0"
"15562","3748064","102","1739860443217",,"0","0"
"15574","2503626","102","1739860443694",,"0","0"
"3958","2385368","53","1690953190184",,"1","0"
"3912","415449","53","1690866428384",,"1","0"
"3214","1826032","53","1687789196720",,"1","0"
"3345","2263494","53","1687789213488",,"1","0"
"3519","517132","53","1688188301135",,"1","0"
"3564","536959","53","1688274663608",,"1","0"
"3705","546602","53","1688792708963",,"1","0"
"40","662348","53","1687788003614",,"1","0"
"130","1651573","53","1687788027981",,"1","0"
"208","1657641","53","1687788040201",,"1","0"
"279","1675662","53","1687788050314",,"1","0"
"320","1690558","53","1687788056039",,"1","0"
"331","1693862","53","1687788057653",,"1","0"
"365","1703309","53","1687788063139",,"1","0"
"389","1714685","53","1687788066010",,"1","0"
"11846","536977","102","1714627195487",,"0","0"
"11945","624232","102","1714627197363",,"0","0"
"11978","543546","102","1714627197970",,"0","0"
"11836","525545","53","1714627184720",,"1","0"
"11890","545621","102","1714627196354",,"0","0"
"11934","568323","102","1714627197165",,"0","0"
"12022","599776","102","1714627198775",,"0","0"
"11832","536534","53","1714627184474",,"1","0"
"11923","575022","102","1714627196970",,"0","0"
"11967","578214","102","1714627197776",,"0","0"
"11857","597025","102","1714627195728",,"0","0"
"11901","544221","102","1714627196552",,"0","0"
"12033","564523","102","1714627198973",,"0","0"
"11868","578217","102","1714627195937",,"0","0"
"11912","578216","102","1714627196775",,"0","0"
"11956","572662","102","1714627197588",,"0","0"
"12000","552015","102","1714627198374",,"0","0"
"11879","585086","102","1714627196139",,"0","0"
"12011","593733","102","1714627198569",,"0","0"
"11989","639228","102","1714627198167",,"0","0"
"12045","573871","102","1714627243781",,"0","0"
"12048","587165","53","1714627269688",,"1","0"
"9516","512820","102","1704434531206",,"0","0"
"9438","2578312","102","1704175909461",,"0","0"
"10177","2592623","53","1706854235132",,"1","0"
"10170","2569867","102","1706854231108",,"0","0"
"9677","2591568","102","1705039850534",,"0","0"
"9744","368406","102","1705384926796",,"0","0"
"9474","354864","53","1704261985100",,"1","0"
"9477","591216","53","1704261985287",,"1","0"
"9777","347279","53","1705471528920",,"1","0"
"9795","2269899","102","1705471767441",,"0","0"
"9811","2406903","102","1705471784659",,"0","0"
"9788","2269935","102","1705471767231",,"0","0"
"9493","2581185","102","1704262349902",,"0","0"
"9802","2269901","102","1705471767613",,"0","0"
"9872","2503635","102","1705647033340",,"0","0"
"9862","2503634","102","1705647033104",,"0","0"
"9877","1722430","102","1705730472443",,"0","0"
"9898","2406891","102","1705730985812",,"0","0"
"9971","612327","102","1706076448505",,"0","0"
"10063","576214","102","1706594588146",,"0","0"
"13507","3506734","102","1715839758815",,"0","0"
"14130","2606075","102","1722488633204",,"0","0"
"13518","3506810","102","1715839760367",,"0","0"
"13529","3506805","102","1715839763594",,"0","0"
"13540","3506782","102","1715839825617",,"0","0"
"14081","3667291","102","1721885862390",,"0","0"
"14088","2503593","102","1721885897562",,"0","0"
"13552","3506834","102","1715926650437",,"0","0"
"13563","3506812","102","1715926652495",,"0","0"
"13574","3506836","102","1715926653122",,"0","0"
"13585","3506835","102","1715926654097",,"0","0"
"13596","3506833","102","1715926659912",,"0","0"
"14137","679934","102","1722488809738",,"0","0"
"14563","1720968","102","1727758909039",,"0","0"
"14578","488168","102","1727845635776",,"0","0"
"14596","3919352","102","1727847818511",,"0","0"
"14609","86605","102","1727932236992",,"0","0"
"14149","2269888","102","1722490165710",,"0","0"
"14631","3932504","102","1728107301587",,"0","0"
"14166","1731323","102","1722576194403",,"0","0"
"14177","2269774","102","1722576367424",,"0","0"
"6852","2269789","102","1697173741219",,"0","0"
"6346","441416","53","1695791141909",,"1","0"
"6420","516821","53","1696050367144",,"1","0"
"6449","520789","53","1696136871929",,"1","0"
"6475","187479","53","1696223028679",,"1","0"
"6483","655504","53","1696223198173",,"1","0"
"6684","2435639","53","1696914618062",,"1","0"
"6689","1684525","102","1697000462549",,"0","0"
"6694","1702379","102","1697000467605",,"0","0"
"6698","543801","102","1697000535229",,"0","0"
"6704","45112","102","1697000588602",,"0","0"
"6700","646181","102","1697000549362",,"0","0"
"6718","536533","53","1697000798604",,"1","0"
"6724","536535","53","1697000799260",,"1","0"
"6730","572667","102","1697000815453",,"0","0"
"6737","662348","102","1697000851611",,"0","0"
"6756","2269908","102","1697000971727",,"0","0"
"6766","2394303","102","1697000987566",,"0","0"
"6783","2406890","102","1697000992864",,"0","0"
"6777","2405409","102","1697000989659",,"0","0"
"6794","2430046","102","1697001016750",,"0","0"
"6805","2435688","102","1697001019679",,"0","0"
"1217","178649","53","1687788283459",,"1","0"
"1269","186723","53","1687788295842",,"1","0"
"1396","273626","53","1687788332754",,"1","0"
"1436","310831","53","1687788347406",,"1","0"
"1468","328442","53","1687788356429",,"1","0"
"8771","525758","53","1701759774850",,"1","0"
"8668","435370","53","1701497183331",,"1","0"
"8704","2550260","102","1701497481070",,"0","0"
"8688","2503595","102","1701497469028",,"0","0"
"9339","437131","102","1704175585963",,"0","0"
"9356","1690558","102","1704175698998",,"0","0"
"9427","2576481","102","1704175909047",,"0","0"
"9405","2575964","102","1704175908170",,"0","0"
"9416","2576078","102","1704175908650",,"0","0"
"9298","341128","53","1704089133055",,"1","0"
"8851","2556800","102","1702021501579",,"0","0"
"9294","274815","53","1704089112836",,"1","0"
"9388","2563406","102","1704175906488",,"0","0"
"8874","572544","53","1702102434800",,"1","0"
"9374","2536896","102","1704175903714",,"0","0"
"9318","2439584","102","1704175283514",,"0","0"
"9328","625770","102","1704175346690",,"0","0"
"9350","598947","102","1704175648872",,"0","0"
"9021","2561641","102","1702620767172",,"0","0"
"9100","445481","102","1703052369281",,"0","0"
"10742","510076","102","1709359523477",,"0","0"
"10753","517926","102","1709359530250",,"0","0"
"10764","587084","102","1709359530400",,"0","0"
"10776","520802","102","1709359531916",,"0","0"
"10787","585541","102","1709359552179",,"0","0"
"10809","2632196","102","1709359726830",,"0","0"
"10527","349084","102","1708581796616",,"0","0"
"10908","2638384","102","1709791758957",,"0","0"
"10568","2269773","102","1708668517760",,"0","0"
"10974","1663279","102","1710219708027",,"0","0"
"10978","1794995","102","1710219727568",,"0","0"
"15438","4159280","102","1738479201140",,"0","0"
"15705","1789251","102","1741003018688",,"0","0"
"14941","2503623","102","1733294071547",,"0","0"
"15405","3821790","102","1738393008922",,"0","0"
"15420","2269846","102","1738478399070",,"0","0"
"15448","662667","102","1738651729272",,"0","0"
"1871","397371","53","1687788475436",,"1","0"
"1875","397831","53","1687788475907",,"1","0"
"1887","405119","53","1687788478373",,"1","0"
"1892","413890","53","1687788482204",,"1","0"
"1998","467855","53","1687788513192",,"1","0"
"2002","469772","53","1687788514595",,"1","0"
"2012","473390","53","1687788515921",,"1","0"
"2095","517126","53","1687788535308",,"1","0"
"2099","517131","53","1687788535678",,"1","0"
"2115","520508","53","1687788538970",,"1","0"
"2123","520808","53","1687788540612",,"1","0"
"2154","541116","53","1687788549911",,"1","0"
"2176","552948","53","1687788557374",,"1","0"
"2185","559726","53","1687788562340",,"1","0"
"2191","560858","53","1687788562801",,"1","0"
"2256","592177","53","1687788582828",,"1","0"
"2267","595670","53","1687788585342",,"1","0"
"7249","308419","53","1698815122677",,"1","0"
"7347","1778720","102","1698901712103",,"0","0"
"7265","2424637","102","1698901274991",,"0","0"
"7317","435357","102","1698901543103",,"0","0"
"7329","529293","102","1698901609434",,"0","0"
"7306","435349","102","1698901542676",,"0","0"
"7276","59207","102","1698901374345",,"0","0"
"7282","59095","102","1698901374579",,"0","0"
"7337","597743","102","1698901620385",,"0","0"
"7359","2269807","102","1698901760964",,"0","0"
"7421","2499924","102","1698901839556",,"0","0"
"7370","2406895","102","1698901811548",,"0","0"
"7388","2496544","102","1698901838005",,"0","0"
"7410","2499217","102","1698901838952",,"0","0"
"7466","2503470","102","1699160973695",,"0","0"
"7490","1667671","102","1699336850873",,"0","0"
"7593","2503607","102","1699423838199",,"0","0"
"7673","2503571","102","1699423839884",,"0","0"
"7761","2503646","102","1699423841323",,"0","0"
"7605","2503574","102","1699423838374",,"0","0"
"7684","2503576","102","1699423840058",,"0","0"
"7695","2503577","102","1699423840219",,"0","0"
"7706","2503650","102","1699423840381",,"0","0"
"7772","2503645","102","1699423841480",,"0","0"
"7830","2503597","102","1699423842967",,"0","0"
"7557","2503572","102","1699423837681",,"0","0"
"7569","2503609","102","1699423837865",,"0","0"
"7581","2503610","102","1699423838039",,"0","0"
"7651","2503575","102","1699423839531",,"0","0"
"7662","2503647","102","1699423839716",,"0","0"
"7750","2503582","102","1699423841161",,"0","0"
"7806","2503580","102","1699423842566",,"0","0"
"7617","2503585","102","1699423838551",,"0","0"
"7717","2503649","102","1699423840549",,"0","0"
"7728","2503651","102","1699423840773",,"0","0"
"7629","2503636","102","1699423838774",,"0","0"
"7640","2503573","102","1699423839171",,"0","0"
"7739","2503578","102","1699423840998",,"0","0"
"7818","2503604","102","1699423842778",,"0","0"
"7783","2503652","102","1699423841713",,"0","0"
"7794","2503648","102","1699423841932",,"0","0"
"7944","2503612","102","1699423850037",,"0","0"
"8015","2503639","102","1699423856367",,"0","0"
"8633","572669","53","1701410851834",,"1","0"
"8094","439229","102","1699596416974",,"0","0"
"8177","393835","102","1699942055491",,"0","0"
"8405","598848","102","1700645886145",,"0","0"
"8422","2545292","102","1700647407627",,"0","0"
"8231","562602","102","1700114525812",,"0","0"
"7897","2503591","102","1699423846104",,"0","0"
"7884","2503588","102","1699423845361",,"0","0"
"7868","2503586","102","1699423844544",,"0","0"
"6029","435361","53","1694667951269",,"1","0"
"6100","2426804","53","1694841038514",,"1","0"
"6264","2430997","53","1695445738177",,"1","0"
"13618","2636299","37","1716354265506",,"1","1"
"13832","1696294","37","1718720836443",,"1","1"
"13835","2415641","37","1718720972262",,"1","1"
"13836","2419994","37","1718720974375",,"1","1"
"13837","3600867","37","1718721040633",,"1","1"
"13625","331772","37","1716959071810",,"1","1"
"13626","3637039","37","1716959083767",,"1","1"
"13638","2417452","37","1717002460027",,"1","1"
"13639","2537524","37","1717002468360",,"1","1"
"13660","2403351","37","1717099090821",,"1","1"
"13661","2489240","37","1717099096280",,"1","1"
"13866","2372492","37","1718946282147",,"1","1"
"13875","308429","37","1719378298102",,"1","1"
"13876","1667836","37","1719550871811",,"1","1"
"13885","332794","37","1719551066682",,"1","1"
"13886","384170","37","1719551091426",,"1","1"
"13887","493005","37","1719551137431",,"1","1"
"13889","591152","37","1719551175025",,"1","1"
"13888","547974","37","1719551158872",,"1","1"
"13893","1651917","37","1719637271116",,"1","1"
"13894","645043","37","1719637590212",,"1","1"
"13766","2498526","37","1717478373826",,"1","1"
"13770","434711","37","1717478439211",,"1","1"
"13778","157671","37","1717564891865",,"1","1"
"13779","1691052","37","1717564922753",,"1","1"
"13780","485263","37","1717565151432",,"1","1"
"13782","3613898","37","1717651757555",,"1","1"
"13783","3665930","37","1717738197384",,"1","1"
"13976","2246555","37","1719982952941",,"1","1"
"13977","3713466","37","1719983046991",,"1","1"
"13978","69228","37","1719983159713",,"1","1"
"13800","2306630","37","1718084927021",,"1","1"
"13805","2403238","37","1718170913231",,"1","1"
"14020","2406045","37","1720681892657",,"1","1"
"13807","3669497","37","1718170976952",,"1","1"
"14021","3697490","37","1720681956432",,"1","1"
"13808","1649159","37","1718254853016",,"1","1"
"14022","595752","37","1720682027535",,"1","1"
"13809","614967","37","1718255164682",,"1","1"
"14024","241524","37","1720760608231",,"1","1"
"14025","3431206","37","1720760670346",,"1","1"
"14031","254936","37","1721106342548",,"1","1"
"14033","2596833","37","1721106348158",,"1","1"
"14044","1719992","37","1721192552217",,"1","1"
"14045","462714","37","1721192821799",,"1","1"
"14047","75744","37","1721192936558",,"1","1"
"14051","186221","37","1721279008496",,"1","1"
"14049","1742552","37","1721278961962",,"1","1"
"14050","174831","37","1721278967984",,"1","1"
"14053","3667816","37","1721279192902",,"1","1"
"14054","157593","37","1721365230736",,"1","1"
"14056","27027","37","1721365453911",,"1","1"
"14062","325374","37","1721451859495",,"1","1"
"14065","1708734","37","1721710953789",,"1","1"
"14067","2435541","37","1721797433364",,"1","1"
"14068","1701779","37","1721883833969",,"1","1"
"11033","2260724","37","1710478911709",,"1","1"
"11229","148194","37","1712120427657",,"1","1"
"11230","1743268","37","1712120459210",,"1","1"
"11239","1785494","37","1712206883424",,"1","1"
"11050","477704","37","1710651698294",,"1","1"
"11240","2231556","37","1712206899488",,"1","1"
"11241","107525","37","1712293209452",,"1","1"
"11242","2537839","37","1712293281736",,"1","1"
"11267","2502045","37","1712638902238",,"1","1"
"11274","2490259","37","1712811677711",,"1","1"
"11349","1778289","37","1713848474182",,"1","1"
