"id","company_id","license_id","created_on","deactivated_on","handbook_enabled","spanish_enabled"
"11264","64537","105","1712379809158",,"0","0"
"11068","2644548","50","1710652117841",,"1","0"
"11100","2503621","105","1710824881258",,"0","0"
"11300","3478240","50","1713417017695",,"1","0"
"11307","3478240","105","1713417017695",,"0","0"
"11124","3430067","50","1710997699385",,"1","0"
"11321","3480680","50","1713503390685",,"1","0"
"11328","3480680","105","1713503390685",,"0","0"
"11169","451721","50","1711602274004",,"1","0"
"11368","2406941","105","1714108165715",,"0","0"
"12087","671810","50","1714627364515",,"1","0"
"12091","2269931","50","1714627894548",,"1","0"
"12097","162384","50","1714713160036",,"1","0"
"12114","2269857","50","1714886783158",,"1","0"
"12119","2269857","105","1714886783158",,"0","0"
"12151","3506688","105","1714910848639",,"0","0"
"12206","3606148","50","1715752734090",,"1","0"
"12213","3606148","105","1715752734090",,"0","0"
"12269","3504272","50","1715752915363",,"1","0"
"12276","3504272","105","1715752915363",,"0","0"
"12280","3506681","50","1715752918928",,"1","0"
"12288","3506681","105","1715752918928",,"0","0"
"12257","3496686","50","1715752912256",,"1","0"
"12264","3496686","105","1715752912256",,"0","0"
"12291","3506682","50","1715752928239",,"1","0"
"12321","3506686","50","1715752938501",,"1","0"
"12329","3506686","105","1715752938501",,"0","0"
"12403","3506696","50","1715752957825",,"1","0"
"12565","3506822","50","1715752968758",,"1","0"
"12572","3506822","105","1715752968758",,"0","0"
"12297","3506683","50","1715752931543",,"1","0"
"12305","3506683","105","1715752931543",,"0","0"
"12306","3506684","50","1715752932524",,"1","0"
"12333","3506687","50","1715752941917",,"1","0"
"12341","3506687","105","1715752941917",,"0","0"
"12375","3506692","50","1715752950661",,"1","0"
"12382","3506692","105","1715752950661",,"0","0"
"12311","3506685","50","1715752935149",,"1","0"
"12317","3506685","105","1715752935149",,"0","0"
"12422","3506742","50","1715752962129",,"1","0"
"12429","3506742","105","1715752962129",,"0","0"
"12345","3506719","50","1715752942183",,"1","0"
"12353","3506719","105","1715752942183",,"0","0"
"12395","3506695","50","1715752956818",,"1","0"
"12402","3506695","105","1715752956818",,"0","0"
"12405","3506697","50","1715752959236",,"1","0"
"12357","3506689","50","1715752945265",,"1","0"
"12364","3506689","105","1715752945265",,"0","0"
"12543","3506724","50","1715752968095",,"1","0"
"12550","3506724","105","1715752968095",,"0","0"
"12367","3506690","50","1715752946806",,"1","0"
"12390","3506694","50","1715752953739",,"1","0"
"12433","3506699","50","1715752965946",,"1","0"
"12440","3506699","105","1715752965946",,"0","0"
"12510","3506797","50","1715752967498",,"1","0"
"13847","74437","133","1718773746940",,"0","0"
"13620","263671","133","1716446050463",,"0","0"
"13842","3449255","133","1718723065488",,"0","0"
"13850","211819","133","1718773998410",,"0","0"
"13853","233670","133","1718773998694",,"0","0"
"13856","71916","133","1718773998882",,"0","0"
"13859","211817","133","1718773999138",,"0","0"
"13862","48985","133","1718773999720",,"0","0"
"13865","646253","133","1718774000061",,"0","0"
"13706","269188","133","1717144827774",,"0","0"
"13708","405550","133","1717144949955",,"0","0"
"13710","506861","133","1717145032383",,"0","0"
"13729","520311","133","1717305491326",,"0","0"
"13712","3634499","133","1717146129732",,"0","0"
"13719","8909","133","1717304854094",,"0","0"
"13735","1701370","133","1717305770629",,"0","0"
"13890","1703323","133","1719552254591",,"0","0"
"13722","344570","133","1717305322855",,"0","0"
"13724","389866","133","1717305359991",,"0","0"
"13725","401938","133","1717305360221",,"0","0"
"13732","525395","133","1717305499209",,"0","0"
"13736","1702118","133","1717305771451",,"0","0"
"13896","156284","133","1719810687411",,"0","0"
"13899","156384","133","1719810690542",,"0","0"
"13734","1697753","133","1717305769068",,"0","0"
"13737","2584022","133","1717306520903",,"0","0"
"13761","3650691","133","1717306730462",,"0","0"
"13743","3621737","133","1717306725892",,"0","0"
"13902","3657355","133","1719812294585",,"0","0"
"13917","15789","133","1719896845185",,"0","0"
"13931","248444","133","1719897217552",,"0","0"
"13776","3639358","133","1717480350856",,"0","0"
"13915","8057","133","1719896826964",,"0","0"
"13773","3631474","133","1717480349413",,"0","0"
"13930","136498","133","1719897057787",,"0","0"
"13981","74418","133","1719983331845",,"0","0"
"13934","411402","133","1719897384124",,"0","0"
"13965","2572830","133","1719898526085",,"0","0"
"13974","3699723","133","1719898754958",,"0","0"
"14003","427544","133","1720070431728",,"0","0"
"14007","35335","133","1720501683165",,"0","0"
"14023","2269905","133","1720683517386",,"0","0"
"13822","3670738","133","1718257278131",,"0","0"
"13831","120445","133","1718529792925",,"0","0"
"14037","13545","133","1721106578089",,"0","0"
"14039","27800","133","1721106603614",,"0","0"
"14042","415452","133","1721107206463",,"0","0"
"14057","1723587","133","1721366741307",,"0","0"
"13478","285650","133","1715838327146",,"0","0"
"11413","37211","133","1714453650987",,"0","0"
"11419","44345","133","1714453657442",,"0","0"
"11420","45371","133","1714453662792",,"0","0"
"11440","87867","133","1714453744260",,"0","0"
"11442","94874","133","1714453754401",,"0","0"
"11448","1976","133","1714453755802",,"0","0"
"11451","101820","133","1714453766237",,"0","0"
"11462","82252","133","1714453773347",,"0","0"
"11487","152210","133","1714453828454",,"0","0"
"11491","156285","133","1714453835488",,"0","0"
"11512","189367","133","1714453905720",,"0","0"
"11515","202502","133","1714453911303",,"0","0"
"11591","227563","133","1714453951390",,"0","0"
"11593","241659","133","1714453956132",,"0","0"
"11599","259787","133","1714453965844",,"0","0"
"11607","307415","133","1714453997288",,"0","0"
"11384","476","133","1714453580671",,"0","0"
"11386","493","133","1714453583273",,"0","0"
"11414","38408","133","1714453651674",,"0","0"
"11464","109992","133","1714453776932",,"0","0"
"11477","129138","133","1714453797109",,"0","0"
"11480","135180","133","1714453808700",,"0","0"
"11501","182742","133","1714453877535",,"0","0"
"11606","285651","133","1714453991883",,"0","0"
"11609","317411","133","1714454003414",,"0","0"
"11612","326444","133","1714454018140",,"0","0"
"11622","368419","133","1714454061500",,"0","0"
"11627","382299","133","1714454072968",,"0","0"
"11637","428567","133","1714454108453",,"0","0"
"11385","483","133","1714453582408",,"0","0"
"11389","8058","133","1714453595614",,"0","0"
"11415","74641","133","1714453651927",,"0","0"
"11436","81999","133","1714453732098",,"0","0"
"11445","43427","133","1714453755147",,"0","0"
"11450","98967","133","1714453760379",,"0","0"
"11453","268361","133","1714453767271",,"0","0"
"11457","11964","133","1714453769462",,"0","0"
"11468","116642","133","1714453783132",,"0","0"
"11479","130934","133","1714453802376",,"0","0"
"11490","155351","133","1714453834032",,"0","0"
"11499","181247","133","1714453874289",,"0","0"
"11601","275429","133","1714453979630",,"0","0"
"11605","280667","133","1714453985044",,"0","0"
"11613","8162","133","1714454018460",,"0","0"
"11614","330728","133","1714454024887",,"0","0"
"11387","782","133","1714453587575",,"0","0"
"11388","2567","133","1714453589792",,"0","0"
"11400","27867","133","1714453626504",,"0","0"
"11433","71521","133","1714453709022",,"0","0"
"11435","74388","133","1714453715626",,"0","0"
"11446","497016","133","1714453755356",,"0","0"
"11469","116709","133","1714453783943",,"0","0"
"11481","135873","133","1714453809514",,"0","0"
"11595","244169","133","1714453958368",,"0","0"
"11603","279317","133","1714453983620",,"0","0"
"11617","340808","133","1714454035591",,"0","0"
"11623","368725","133","1714454062919",,"0","0"
"11629","405009","133","1714454086635",,"0","0"
"11649","527151","133","1714454237196",,"0","0"
"11652","536193","133","1714454244875",,"0","0"
"11656","558983","133","1714454279187",,"0","0"
"11390","11146","133","1714453603768",,"0","0"
"11405","29799","133","1714453633674",,"0","0"
"11412","37205","133","1714453650282",,"0","0"
"11438","83787","133","1714453736966",,"0","0"
"11447","1307","133","1714453755587",,"0","0"
"11454","102112","133","1714453768142",,"0","0"
"11459","1836206","133","1714453769989",,"0","0"
"11463","107925","133","1714453775445",,"0","0"
"11466","113957","133","1714453781434",,"0","0"
"11478","129464","133","1714453799038",,"0","0"
"11492","161892","133","1714453846612",,"0","0"
"11498","181140","133","1714453873462",,"0","0"
"11502","183145","133","1714453881776",,"0","0"
"11511","188086","133","1714453903989",,"0","0"
"11391","15531","133","1714453608307",,"0","0"
"11426","50391","133","1714453674374",,"0","0"
"11428","59187","133","1714453685891",,"0","0"
"11434","71912","133","1714453710723",,"0","0"
"11441","94346","133","1714453751283",,"0","0"
"11444","190742","133","1714453754911",,"0","0"
"11456","1836204","133","1714453769260",,"0","0"
"11460","68202","133","1714453770444",,"0","0"
"11517","209351","133","1714453917593",,"0","0"
"11521","219249","133","1714453928825",,"0","0"
"11592","231214","133","1714453952094",,"0","0"
"11653","536700","133","1714454251215",,"0","0"
"11392","15642","133","1714453609104",,"0","0"
"11395","9272","133","1714453613521",,"0","0"
"11421","45451","133","1714453664407",,"0","0"
"11422","45725","133","1714453665221",,"0","0"
"11424","48901","133","1714453672663",,"0","0"
"11485","142201","133","1714453822134",,"0","0"
"11495","171289","133","1714453859391",,"0","0"
"11506","184350","133","1714453886975",,"0","0"
"11642","489023","133","1714454175829",,"0","0"
"11394","19778","133","1714453612160",,"0","0"
"11404","29473","133","1714453632830",,"0","0"
"11406","30934","133","1714453635643",,"0","0"
"11472","120504","133","1714453788453",,"0","0"
"11476","123350","133","1714453793912",,"0","0"
"11484","142093","133","1714453821331",,"0","0"
"11396","21255","133","1714453614338",,"0","0"
"11425","50111","133","1714453673523",,"0","0"
"11504","183654","133","1714453884545",,"0","0"
"11518","210018","133","1714453918425",,"0","0"
"11519","211599","133","1714453920549",,"0","0"
"11589","222145","133","1714453949615",,"0","0"
"11596","248237","133","1714453959342",,"0","0"
"11598","259704","133","1714453964811",,"0","0"
"11608","313067","133","1714454002202",,"0","0"
"11619","349555","133","1714454052408",,"0","0"
"11633","411579","133","1714454091469",,"0","0"
"11634","412194","133","1714454092931",,"0","0"
"11641","485651","133","1714454171950",,"0","0"
"11397","21724","133","1714453615589",,"0","0"
"11398","25814","133","1714453618832",,"0","0"
"11401","28620","133","1714453630089",,"0","0"
"11407","609802","133","1714453636156",,"0","0"
"11410","31896","133","1714453641793",,"0","0"
"11416","39070","133","1714453652810",,"0","0"
"11430","67392","133","1714453700771",,"0","0"
"11458","65449","133","1714453769758",,"0","0"
"11461","106442","133","1714453773111",,"0","0"
"11482","137499","133","1714453814030",,"0","0"
"11489","153689","133","1714453832516",,"0","0"
"11645","497916","133","1714454184997",,"0","0"
"11650","534927","133","1714454242295",,"0","0"
"11399","27805","133","1714453625469",,"0","0"
"11409","6452","133","1714453636534",,"0","0"
"11411","35693","133","1714453649199",,"0","0"
"11423","48097","133","1714453670634",,"0","0"
"11429","66371","133","1714453699051",,"0","0"
"11432","70823","133","1714453707398",,"0","0"
"11437","83060","133","1714453735226",,"0","0"
"11443","165935","133","1714453754702",,"0","0"
"11520","216000","133","1714453924611",,"0","0"
"11594","241960","133","1714453956894",,"0","0"
"11604","280666","133","1714453984382",,"0","0"
"11632","569730","133","1714454090210",,"0","0"
"11636","424093","133","1714454104843",,"0","0"
"11640","484570","133","1714454169166",,"0","0"
"11654","544195","133","1714454260990",,"0","0"
"11657","566154","133","1714454287328",,"0","0"
"11402","29203","133","1714453631186",,"0","0"
"11408","2534228","133","1714453636351",,"0","0"
"11465","110669","133","1714453779742",,"0","0"
"11471","120311","133","1714453787228",,"0","0"
"11475","123168","133","1714453792285",,"0","0"
"11497","173609","133","1714453867071",,"0","0"
"11500","182530","133","1714453876581",,"0","0"
"11505","183656","133","1714453885521",,"0","0"
"11507","184477","133","1714453888593",,"0","0"
"11610","318868","133","1714454007579",,"0","0"
"11625","376110","133","1714454069114",,"0","0"
"11631","419003","133","1714454090028",,"0","0"
"11639","444625","133","1714454134513",,"0","0"
"11647","525238","133","1714454232666",,"0","0"
"11417","24998","133","1714453653068",,"0","0"
"11418","39581","133","1714453654816",,"0","0"
"11427","59106","133","1714453684572",,"0","0"
"11496","172389","133","1714453864882",,"0","0"
"11514","202441","133","1714453910588",,"0","0"
"11571","318964","133","1714453944959",,"0","0"
"11590","226357","133","1714453950553",,"0","0"
"11597","250079","133","1714453961103",,"0","0"
"11600","263557","133","1714453969757",,"0","0"
"11602","277882","133","1714453980592",,"0","0"
"11618","344572","133","1714454041569",,"0","0"
"11620","350539","133","1714454053381",,"0","0"
"11626","378245","133","1714454071630",,"0","0"
"11630","407272","133","1714454089818",,"0","0"
"11638","438147","133","1714454123970",,"0","0"
"11449","96658","133","1714453758817",,"0","0"
"11452","101829","133","1714453767025",,"0","0"
"11455","102965","133","1714453768938",,"0","0"
"11467","115795","133","1714453782130",,"0","0"
"11470","117415","133","1714453785621",,"0","0"
"11473","120902","133","1714453789178",,"0","0"
"11483","140494","133","1714453819874",,"0","0"
"11486","142661","133","1714453823939",,"0","0"
"11488","152787","133","1714453831233",,"0","0"
"11493","162384","133","1714453847798",,"0","0"
"11494","164076","133","1714453850619",,"0","0"
"11503","185100","133","1714453882020",,"0","0"
"11508","184636","133","1714453889452",,"0","0"
"11509","185693","133","1714453891996",,"0","0"
"11516","202878","133","1714453912178",,"0","0"
"11522","222111","133","1714453933292",,"0","0"
"11550","551657","133","1714453939451",,"0","0"
"11621","355461","133","1714454055457",,"0","0"
"11624","374972","133","1714454065543",,"0","0"
"11635","415480","133","1714454098773",,"0","0"
"11646","505063","133","1714454189062",,"0","0"
"11655","554721","133","1714454275894",,"0","0"
"11611","326087","133","1714454017360",,"0","0"
"11616","338149","133","1714454028364",,"0","0"
"11628","389759","133","1714454075555",,"0","0"
"11648","526189","133","1714454236332",,"0","0"
"11643","490907","133","1714454177956",,"0","0"
"11651","535251","133","1714454243275",,"0","0"
"11658","582631","133","1714454312151",,"0","0"
"11660","595059","133","1714454333277",,"0","0"
"11663","610745","133","1714454355190",,"0","0"
"11665","618442","133","1714454366867",,"0","0"
"11668","624536","133","1714454375549",,"0","0"
"13619","245555","38","1716445423551",,"0","0"
"13834","174805","38","1718720878856",,"0","0"
"13839","92972","38","1718721173536",,"0","0"
"13628","3506757","38","1716961287539",,"0","0"
"13844","3674811","38","1718723274494",,"0","0"
"13848","211819","38","1718773998410",,"0","0"
"13851","233670","38","1718773998694",,"0","0"
"13854","71916","38","1718773998882",,"0","0"
"13642","3506714","38","1717046107618",,"0","0"
"13674","2269873","38","1717099562410",,"0","0"
"13648","3506760","38","1717046107832",,"0","0"
"13857","211817","38","1718773999138",,"0","0"
"13860","48985","38","1718773999720",,"0","0"
"13654","3506715","38","1717046108044",,"0","0"
"13863","646253","38","1718774000061",,"0","0"
"13679","3506748","38","1717103817092",,"0","0"
"13868","1730946","38","1719032547397",,"0","0"
"13691","3506741","38","1717103817348",,"0","0"
"13871","2393091","38","1719291848486",,"0","0"
"13707","405550","38","1717144949955",,"0","0"
"13753","3626708","38","1717306727317",,"0","0"
"13969","3664612","38","1719898751017",,"0","0"
"13716","344662","38","1717218977975",,"0","0"
"13718","8909","38","1717304854094",,"0","0"
"13757","3628062","38","1717306728515",,"0","0"
"13897","156384","38","1719810690542",,"0","0"
"13900","1719426","38","1719811391791",,"0","0"
"13740","3621737","38","1717306725892",,"0","0"
"13936","1720918","38","1719897811198",,"0","0"
"13767","2552079","38","1717478380956",,"0","0"
"13932","329811","38","1719897295279",,"0","0"
"13912","415058","38","1719896694080",,"0","0"
"13914","8057","38","1719896826964",,"0","0"
"13938","2269884","38","1719898133347",,"0","0"
"13979","74418","38","1719983331845",,"0","0"
"13781","178645","38","1717651633316",,"0","0"
"13983","183227","38","1719983525549",,"0","0"
"13784","1778569","38","1717739365194",,"0","0"
"13786","3506749","38","1717740212634",,"0","0"
"14010","546719","38","1720502378983",,"0","0"
"14006","35335","38","1720501683165",,"0","0"
"14008","3693487","38","1720502032269",,"0","0"
"14019","2395668","38","1720681888817",,"0","0"
"13811","3680631","38","1718257110625",,"0","0"
"13816","3680634","38","1718257110802",,"0","0"
"13820","3670738","38","1718257278131",,"0","0"
"14028","664419","38","1720847160252",,"0","0"
"14034","604204","38","1721106493615",,"0","0"
"14040","78256","38","1721106719407",,"0","0"
"14041","415452","38","1721107206463",,"0","0"
"13368","3506743","38","1715753051043",,"0","0"
"14052","2599494","38","1721279137244",,"0","0"
"13380","3506745","38","1715753054045",,"0","0"
"14055","253988","38","1721365435077",,"0","0"
"13430","3506759","38","1715753071469",,"0","0"
"14059","234759","38","1721451796307",,"0","0"
"13438","3506783","38","1715753075267",,"0","0"
"13449","3506789","38","1715753076595",,"0","0"
"13464","3506831","38","1715753081747",,"0","0"
"13475","242018","38","1715837693505",,"0","0"
"14139","378091","38","1722489351457",,"0","0"
"13476","72060","38","1715838040565",,"0","0"
"13477","285650","38","1715838327146",,"0","0"
"13481","516852","38","1715838564159",,"0","0"
"13485","622291","38","1715838692545",,"0","0"
"14118","263765","38","1722402303704",,"0","0"
"13489","3506771","38","1715839756555",,"0","0"
"14069","255063","38","1721884055549",,"0","0"
"13500","3506734","38","1715839758815",,"0","0"
"2374","2269780","38","1687788649472",,"0","0"
"2395","2269789","38","1687788652587",,"0","0"
"2408","2269794","38","1687788654725",,"0","0"
"2425","2269802","38","1687788657154",,"0","0"
"2432","2269804","38","1687788658421",,"0","0"
"2437","2269805","38","1687788658789",,"0","0"
"2444","2269807","38","1687788659545",,"0","0"
"2451","2269809","38","1687788660208",,"0","0"
"2462","2269813","38","1687788661882",,"0","0"
"2469","2269815","38","1687788662642",,"0","0"
"2503","2269826","38","1687788666306",,"0","0"
"2478","2269818","38","1687788663769",,"0","0"
"2483","2269819","38","1687788664102",,"0","0"
"2488","2269821","38","1687788664585",,"0","0"
"2493","2269822","38","1687788664940",,"0","0"
"2514","2269830","38","1687788668271",,"0","0"
"2524","2269834","38","1687788669724",,"0","0"
"2545","2269843","38","1687788672742",,"0","0"
"2550","2269844","38","1687788673184",,"0","0"
"2568","2269852","38","1687788675925",,"0","0"
"2575","2269855","38","1687788676654",,"0","0"
"2591","2269859","38","1687788678026",,"0","0"
"2611","2269868","38","1687788681099",,"0","0"
"2616","2269869","38","1687788681553",,"0","0"
"2627","2269875","38","1687788682919",,"0","0"
"2636","2269878","38","1687788683833",,"0","0"
"2641","2269879","38","1687788684279",,"0","0"
"2655","2269885","38","1687788686452",,"0","0"
"2660","2269888","38","1687788686788",,"0","0"
"2665","2269889","38","1687788687174",,"0","0"
"2671","2269891","38","1687788687834",,"0","0"
"2691","2269898","38","1687788690425",,"0","0"
"2717","2269909","38","1687788692665",,"0","0"
"2713","2269908","38","1687788692271",,"0","0"
"2677","2269893","38","1687788688591",,"0","0"
"2685","2269896","38","1687788689672",,"0","0"
